Brand,Nama Product,Category,SkinType,Ingredients,Berat, Price ,Link
Glad2Glow,Glad2Glow Centella Salicylic Acid Acne Gel Cleanser ,Facewash,Acne,"Aqua, Potassium Cocoyl Glycinate, Hydrogenated Starch Hydrolysate, Acrylates/Steareth-20 Methacrylate Crosspolymer, Centella Asiatica Extract, Potassium Cocoate, Salicylic Acid, Sodium Lauroamphoacetate, Lauryl Hydroxysultaine, Erythritol, Caprylyl Glycol, Potassium Hydroxide, Sodium Chloride, Disodium Edta, Glycosyl Trehalose, Hydroxypropyl Cyclodextrin, Aroma, Phenoxyethanol",70ml," Rp 38,900.00 ",https://shopee.co.id/%E3%80%90NEW-LAUNCH%E3%80%91Glad2Glow-Centella-Salicylic-Acid-Acne-Gel-Cleanser-70ml-Facial-Wash-Face-Wash-Jerawat-Komedo-Sabun-Cuci-Muka-Pembersih-Wajah-Face-Cleanser-Cuci-Muka-Sabun-Muka-Pencuci-Muka-i.809769142.27455737082?sp_atk=3761c1c4-8052-4bc7-b62a-2bf74082fa92&xptdk=3761c1c4-8052-4bc7-b62a-2bf74082fa92
NPURE,NPURE Cleanser Gel Noni,Facewash,Sensitive,"Water, Glycerin, Coco-Betaine, Morinda Citrifolia Fruit Extract, Pentylene Glycol, Xanthan Gum, Sodium Chloride, Coco-Glucoside, Glyceryl Caprylate, Caprylyl Glycol, Decyl Glucoside, Betaine, Butylene Glycol, Bisabolol, Sodium Cocoyl Isethionate, 1,2-Hexanediol, Disodium EDTA, Anthemis Nobilis Flower Extract, Citric Acid, Quillaja Saponaria Bark Extract, Ethylhexylglycerin, Allantoin, Caffeine, Caprylic/​Capric Triglyceride, Leuconostoc/​Radish Root Ferment Filtrate, Lactobacillus/​Soybean Ferment Extract, Lactobacillus Ferment, Lactobacillus/​Acerola Cherry Ferment, Lactococcus Ferment, Bifida Ferment Filtrate, Lactococcus Ferment Lysate, Lactobacillus/​Punica Granatum Fruit Ferment Extract, Lactobacillus Ferment Lysate, Hydrogenated Lecithin, Ceramide NP",100ml," Rp 55,900.00 ",https://shopee.co.id/NPURE-Cleanser-Gel-Noni-Sabun-Muka-Kulit-Sensitif-Gentle-Skin-Cleanser-Pembersih-Wajah-Hypoallergenic-Eksim-Eczema-Semua-Jenis-Kulit-i.115276607.12554256539?sp_atk=8dc20cfd-4e8b-4c2c-b596-7f85fe7b460c&xptdk=8dc20cfd-4e8b-4c2c-b596-7f85fe7b460c
SOMETHINC,SOMETHINC Low pH Gentle Jelly Cleanser,Facewash,All Skin Type,"Water, Potassium Laureth Phosphate, Glycerin, Potassium Cocoyl Glutamate, Acrylates/C10-30 , Alkyl Acrylate Crosspolymer, Butylene Glycol, Centella Asiatica Leaf Water, Caprylic/Capric, Triglyceride, Aspartic Acid, Caprylyl Glycol, Sodium Cocoyl Glutamate, 1,2-Hexanediol, Lauryl, Hydroxysultaine, Coco-Glucoside, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glyceryl, Caprylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Cocoyl Isethionate, Disodium EDTA, Calendula Officinalis Flower Extract, Mentha Piperita (Peppermint) Oil, Quillaja, Saponaria Bark Extract, Artemisia Capillaris Extract",100ml," Rp 93,400.00 ",https://shopee.co.id/SOMETHINC-Low-pH-Gentle-Jelly-Cleanser-Sabun-Cuci-Muka-Semua-Jenis-Kulit-i.195455930.3030299955?sp_atk=92d8c7e3-f801-4e6e-9b8c-333f2b9f2b1c&xptdk=92d8c7e3-f801-4e6e-9b8c-333f2b9f2b1c
BIOAQUA,BIOAQUA 7X Ceramide Moisturizer Cleanser Cuci Muka,Facewash,All Skin Type,"Sodium hyaluronate, Hammamelis Virginiana extract, Centella asiatica extract, Saccaromyces/ rice ferment, Calendula officinalis flower extract, Ubiquinone, Citrus reticulata fruit extract, Tocopherol, Bisabolol, Salicylic acid, Citrus medica limonum fruit extract.",100gram," Rp 23,730.00 ",https://shopee.co.id/BIOAQUA-7X-Ceramide-Moisturizer-Cleanser-Cuci-Muka-100g-Gentle-Cleanser-Low-pH-Cleanser-Facial-Wash-For-Sensitive-Skin-Face-Sabun-Pembersih-i.297682305.20945429060?sp_atk=bf872be7-3500-4df8-811b-77ed15e42580&xptdk=bf872be7-3500-4df8-811b-77ed15e42580
Glow & Lovely,Glow & Lovely Bright C Glow Facial Foam,Facewash,All Skin Type,"Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Lauric Acid, Glycol Distearate, Decyl Glucoside, Palmitic Acid, Hydroxystearic Acid, Glyceryl Stearate, Citrus Limon (Lemon) Juice, Niacinamide, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Pyridoxine HCl, Fragrance, Phenoxyethanol, Polyquaternium-7, Disodium EDTA, Piroctone Olamine, Arachidic Acid, Sodium Benzoate, Potassium Sorbate",50gram," Rp 16,000.00 ",https://shopee.co.id/Glow-Lovely-Bright-C-Glow-Facial-Foam-50g-i.932470899.21571405556
SKINTIFIC,5X Ceramide Skin Barrier Repair Moisturize Gel,Moisturizer,Sensitive,"Aqua, Butylene Glycol, Hydrogenated Polyisobutene, Dimethicone, Glycerin, Propylene Glycol, 1,2-Hexanediol, Hydroxyacetophenone, PEG-400, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Hydrogenated Lecithin, Panthenol, Phytosteryl/​Octyldodecyl Lauroyl Glutamate, Carbomer, Allantoin, Pca, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Ceramide NP, Ceramide NS, Ceramide NG, Ceramide AS, Ceramide EOP, Ceramide AP, Sodium Hyaluronate, Hydrolyzed Collagen, Centella Asiatica Extract, Sodium Hydroxide, Hamamelis Virginiana (Witch Hazel) Extract, Trehalose, Ectoin, Sophora Flavescens Root Extract, Opuntia Ficus-Indica Stem Extract, Ophiopogon Japonicus Root Extract, Yeast Polysaccharides, Pentylene Glycol, Disodium EDTA-Copper, Polysorbate 60, T-Butyl Alcohol, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Sorbitan Isostearate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Medica Limonum (Lemon) Peel Oil",30,"Rp125,000.00",https://shopee.co.id/SKINTIFIC-5X-Ceramide-Barrier-Moisturizer-Gel-30g-Cream-Pemutih-Wajah-Calming-Whitening-Brightening-Dark-Spot-Pelembab-Wajah-Pemutih-Wajah-Facial-Moisturizer-Day-Cream-Night-Cream-Skincare-BPOM-Niacinamide-with-Centella-Marine-Collagen-Hyaluronic-Acid-i.380266264.22324918043?sp_atk=d911359c-1be9-4d08-a301-495a08b6cf40&xptdk=d911359c-1be9-4d08-a301-495a08b6cf40
SKINTIFIC,MSH Niacinamide Brightening Moisturizer Gel ,Moisturizer,Dry Skin,"Water, Butylene Glycol, Isononyl Isononanoate, Glycerin, Niacinamide, Ceramide EOP, Ceramide NS, Ceramide NG, Undecylenoyl Phenylalanine, (Msh)，Centella Asiatica Extract, Alpha-Arbutin, Ceramide NP, Tranexamic Acid, Ceramide AS, Ceramide AP, Limnanthes Alba (Meadowfoam) Seed Oil, Betaine, Jojoba Esters, Hydroxyacetophenone, Panthenol, 1,2-Hexanediol, Cetearyl Olivate, Cyclohexasiloxane, Sorbitan Olivate, Bis-PEG/​PPG-20/​5 PEG/​PPG-20/​5 Dimethicone, Methoxy PEG/​PPG-25/​4 Dimethicone, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Dimethicone/​Vinyl Dimethicone Crosspolymer, Armillaria Matsutake Extract, Pentylene Glycol, Saccharomyces Cerevisiae Extract",30,"Rp139,000.00",https://shopee.co.id/SKINTIFIC-MSH-Niacinamide-Brightening-Moisturizer-Gel-30g-Cream-Pemutih-Wajah-Calming-Whitening-Dark-Spot-Pelembab-Wajah-Pemutih-Wajah-Facial-Moisturizer-Day-Cream-Night-Cream-Skincare-BPOM-Niacinamide-Skincare-Facial-with-MSH-Niacinamide-Arbutin-Acid-i.380266264.18453646824?sp_atk=383aa842-8611-4224-a678-66f2ed2952cd
SKINTIFIC,3X Acid Anti-Acne Gel Moisturizer,Moisturizer,Acne,"Aqua  Butylene Glycol  Dimethicone/ Vinyl Dimethicone Crosspolymer  Cyclopentasiloxane  Trehalose  Panthenol  Lactobionic Acid  Lactic Acid  Glycerin  Cyclohexasiloxane  1,2-Hexanediol  Hydroxyacetophenone  Carbomer  Methyl Gluceth 20  Salicylic Acid  Sophora Flavescens Root Extract  Ammonium Acryloyldimethyltaurate/VP Copolymer  Pentylene Glycol  Ophiopogon Japonicus Root Extract  Opuntia Ficus Indica Stem Extract  Portulaca Oleracea Extract  Tribulus Terrestris Fruit Extract  Sodium Hydroxide  Disodium Edta  10 Hydroxydecanoic Acid  Arginine/ Lysine Polypeptide  Ectoin  Peg 40 Hydrogenated Castor Oil  Cornus Officinalis Fruit Extract  Aroma**  CI 42090  Maltodextrin  Acacia Senegal Gum  Centella Asiatica Leaf Extract  Glycolic Acid  Sodium Magnesium Silicate  Citric Acid  Xanthan Gum ",30,"Rp131,500.00",https://shopee.co.id/Skintific-3X-Acid-Anti-Acne-Gel-Moisturizer-30Gr-i.186214521.27156070804?sp_atk=8a4efb8d-d9f9-4ec1-a10b-4aeccdd78e7c&xptdk=8a4efb8d-d9f9-4ec1-a10b-4aeccdd78e7c
Somethinc,SKIN GOALS Moisture Silk Crème,Moisturizer,Normal,"Oryza Sativa (Rice) Bran Water, Water, Glycerin, 1,2-Hexanediol, Propanediol, Alpha-Arbutin, Dipropylene Glycol, Caprylic/Capric Triglyceride, Pentylene Glycol, Xylitylglucoside, Anhydroxylitol, Sodium Palmitoyl Proline, Glyceryl Acrylate/Acrylic Acid Copolymer, Glycyrrhiza Uralensis (Licorice) Root Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, Xylitol, Tromethamine, Tocopherol, Adenosine, Ethylhexylglycerin, Sodium Phytate, Nymphaea Alba Flower Extract",25,"Rp89,000.00",https://shopee.co.id/SOMETHINC-SKIN-GOALS-Moisture-Silk-Crem%C3%A8-Brightening-Moisturizer-(Pelembab-untuk-Mencerahkan)-i.487788169.27359363151?sp_atk=69e1e6f1-bc42-4038-b93f-413b8f749f2f&xptdk=69e1e6f1-bc42-4038-b93f-413b8f749f2f
Somethinc,Calm Down! Skinpair R-Cover Cream Moisturizer,Moisturizer,Sensitive,"Water, Glycerin, Dicaprylyl Ether, Butylene Glycol, Hydrogenated Ethylhexyl Olivate, Pentylene Glycol, 1,2-Hexanediol, Panthenol, Hydrogenated Polydecene, Saccharide Isomerate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polymethylsilsesquioxane, Hydrogenated Olive Oil Unsaponifiables, Boron Nitride, Madecassoside, Aloe Barbadensis Leaf Extract, Allantoin, Artemisia Vulgaris Extract, Astrocaryum Murumuru Seed Butter, Glyceryl Acrylate/Acrylic Acid Copolymer, Tromethamine, Ethylhexylglycerin, Xanthan Gum, Dipotassium Glycyrrhizate, Sodium Phytate, Ceramide NP, Sodium Citrate, Citric Acid, Sea Water, Propanediol, Tocopherol, Emiliania Huxleyi Extract",30,"Rp130,000.00",https://shopee.co.id/SOMETHINC-MAKEUP-Calm-Down!-Skinpair-R-Cover-Cream-Moisturizer-i.487788169.26259366608?sp_atk=434d4379-5454-4329-898a-0a3118ccbe0d&xptdk=434d4379-5454-4329-898a-0a3118ccbe0d
Wardah,Wardah Cica Complex + Panthenol Ceramide Calm & Soothe Gel Moisturizer ,Moisturizer,Acne,"Aqua, niacinamide, butylene Glycol, propanediol, Centella Asiatica extract, panthenol, ceramide NP, saccharide isomerate, allantoin, mirabilis jalapa extract, glyserine, xylitol, 1,2 hexanediol, acrylates/c10-30 Alkyl Acrylate crosspolymer, ammonium acryloyldimethyl taurate vp Copolymer, aminomethyl propanol, caprylic/capric triglyceride, Chlorphenesin, caprylyl hydroxamic acid, disodium edta, deoxyphytantriyl palmitamide MEA, hydrogenated lecithin, cholesterol, citric acid, sodium citrate",30,"Rp89,000.00",https://shopee.co.id/Wardah-14X-Hyaluron-Pentavitin-Deep-Water-Restore-Gel-Moisturizer-30-g-Pelembab-Gel-Ringan-yang-Meningkatkan-Kadar-Air-di-Kulit-Memperbaiki-Skin-Barrier-Ringan-Long-lasting-Hydration-(Hydrated-Glass-Skin)-i.59763733.24414563519?sp_atk=d0ed6092-e527-47c1-9373-1582fda58ca6
Wardah,Wardah 14X Hyaluron + Pentavitin Deep Water Restore Gel Moisturizer,Moisturizer,Dry Skin,"Aqua, Trisiloxane, Glycerin, Triheptanoin, Butylene Glycol, Trehalose, Biosaccharide Gum-1, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Saccharide Isomerate, Bisabolol, Phenoxyethanol, Beta-Glucan, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Potassium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer",30,"Rp89,000.00",https://shopee.co.id/Wardah-14X-Hyaluron-Pentavitin-Deep-Water-Restore-Gel-Moisturizer-30-g-Pelembab-Gel-Ringan-yang-Meningkatkan-Kadar-Air-di-Kulit-Memperbaiki-Skin-Barrier-Ringan-Long-lasting-Hydration-(Hydrated-Glass-Skin)-i.59763733.24414563519?sp_atk=1ba76270-47f8-4618-84a2-2ddf0b35a207&xptdk=1ba76270-47f8-4618-84a2-2ddf0b35a207
Wardah,Wardah Alpha Arbutin + 5% Niacinamide Crystal Secret Brightening Day Cream,Moisturizer,Dry Skin,"Aqua, Ethylhexyl Methoxycinnamate, Niacinamide, Butyl Methoxydibenzoylmethane, Butyloctyl Salicylate, Octocrylene, Glyceryl Stearate, Titanium Dioxide, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Stearyl Alcohol, Phenoxyethanol, PEG-100 Stearate, Polymethylsilsesquioxane, Silica, Dimethicone, Alpha-Arbutin, Bisabolol, Polysorbate 20, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer",30,"Rp81,000.00",https://shopee.co.id/Wardah-Alpha-Arbutin-5-Niacinamide-Crystal-Secret-Brightening-Day-Cream-Pelembab-Wajah-yang-Mencerahkan-Melembapkan-i.59763733.1080210042?sp_atk=272cca28-80b1-404c-9ebb-85094dc9a00b
CeraVe,Daily Moisturizing Lotion,Moisturizer,Dry Skin,"Aqua/Water, Glycerin, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetyl Alcohol, Ceteareth-20, Petrolatum, Potassium Phosphate, Ceramide NP, Ceramide AP, Ceramide EOP, Carbomer, Dimethicone, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol, Phenoxyethanol, Disodium EDTA, Dipotassium Phosphate, Tocopherol, Phytosphingosine, Xanthan Gum, Ethylhexylglycerin",50,"Rp88,000.00",https://shopee.co.id/CeraVe-Daily-Moisturising-Cream-For-Dry-to-Very-Dry-Skin-177-ml-(Variasi)-i.36998337.24158993406?sp_atk=538e3893-0429-4b72-bae5-6a5144d9416d&xptdk=538e3893-0429-4b72-bae5-6a5144d9416d
La Roche Posay  productnation,Effaclar Mat Moisturizer productnation,Moisturizer,Oily,"Aqua, Glycerin, Dimethicone, Isocetyl Stearate, Alcohol Denat., Silica, Dimethicone/​Vinyl Dimethicone Crosspolymer, Acrylamide/​Sodium Acryloyldimethyltaurate Copolymer, Methyl Methacrylate Crosspolymer, Butylene Glycol, PEG-100 Stearate, Triethanolamine, Isohexadecane, Perlite, Capryloyl Salicylic Acid, Tetrasodium EDTA, Pentylene Glycol, Polysorbate 80, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid",40,"Rp338,900.00",https://shopee.co.id/La-Roche-Posay-Effaclar-Mat-Moisturizer-40ml-Pelembab-Wajah-Matte-Kulit-Normal-Berminyak-i.433144176.3488095775?uls_trackid=51a3jtgd0118&utm_campaign=-&utm_content=8521-c424a5cfbf674fe9b5a9988c3c0c910d--103101&utm_medium=affiliates&utm_source=an_11189120000&utm_term=c4j6caiycjom
Cetaphil,Moisturizing Lotion,Moisturizer,Sensitive,"Purified Water, Glycerin, Hydrogenated Polyisobutene, Cetearyl Alcohol, Ceteareth-20, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Dimethicone, Caprylyl Glycol, Benzyl Alcohol, Panthenol, Stearoxytrimethylsilane, Stearyl Alcohol, Sodium Levulinate, Sodium Anisate, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Citric Acid",59,"Rp58,000.00",https://shopee.co.id/Cetaphil-Moisturizing-Lotion-59ml-dengan-Avocado-Oil-Pelembap-Perawatan-Tubuh-untuk-Kulit-Kering-Berminyak-dan-Sensitif-i.11277516.15269811112?sp_atk=dda5984c-1110-4d5d-b2f3-580a25728ab6
Hada Labo,Hadalabo Perfect 3D Gel Pelembab Wajah,Moisturizer,Normal,"Aqua (Water), Butylene Glycol, Arbutin, Niacinamide, PEG-240/​Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Glycerin, Glycosyl Trehalose, Hexylglycerin, Phenoxyethanol, Disodium Succinate, Sodium Metabisulfite, Dextrin, Arginine, Succinic Acid, Hydroxypropyltrimonium Hyaluronate, Citrus Junos Seed Extract, Hydrolyzed Hyaluronic Acid, Potassium Laurate, Tocopherol, Methylparaben, Sodium Hyaluronate, Sodium Acetylated Hyaluronate",40,"Rp92,000.00",https://shopee.co.id/Hadalabo-Perfect-3D-Gel-Pelembab-Wajah-40Gr-i.187117294.27166886689?sp_atk=e5638c14-4c88-41f9-ab08-efcf2e9f2aa1&xptdk=e5638c14-4c88-41f9-ab08-efcf2e9f2aa1
Hada Labo,Shirojyun Milk Whitening Milk,Moisturizer,Normal,"Aqua (Water), Dipropylene Glycol, Triethylhexanoin, Isopropyl Palmitate, Arbutin, Glycerin, Glyceryl Stearate, Pentylene Glycol, PEG-20 Sorbitan Isostearate, Cetyl Alcohol, Limnathes (Meadowfoam) Seed Oil, Xanthan Gum, Hydroxyethylcellulose, Methylparaben, Disodium EDTA, Carbomer, Triethanolamine, Sodium Hyaluronate, Magnesium Ascorbyl Phosphate, Tocopherol",100,"Rp65,000.00",https://shopee.co.id/Hada-Labo-Shirojyun-Whitening-Milk-100-ml-i.270965687.5441187921?sp_atk=aa5d26ba-196e-4234-9f28-7e97dd7d7b86&xptdk=aa5d26ba-196e-4234-9f28-7e97dd7d7b86
Hada Labo,Gokujyun Moisturizing Light Lotion,Moisturizer,Oily,"Aqua (Water), Dipropylene Glycol, Glycerine, Disodium Succinate, Methylparaben, Sodium Hyaluronate, Succinic Acid, PPG-20 Methyl Glucose Ether, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate",100,"Rp45,000.00",https://www.tokopedia.com/nihonmart/hada-labo-gokujyun-light-lotion-100ml?extParam=ivf%3Dfalse%26keyword%3Dhada+labo%26search_id%3D2024112015591256A875C407BB4F0A77C2%26src%3Dsearch
Avoskin,Avoskin Your Skin Bae Glow Concentrate Treatment Moisturizer productnation,Moisturizer,Oily,"Water, Glycerin, Propanediol, 1,2-Hexanediol, Pentylene Glycol, Dicaprylyl Carbonate, Butylene Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus/Soybean Ferment Extract, Lactobacillus Ferment, Lactobacillus/Acerola Cherry Ferment, Lactococcus Ferment, Bifida Ferment Filtrate, Lactococcus Ferment Lysate, Lactobacillus/Punica Granatum Fruit Ferment Extract, Lactobacillus Ferment Lysate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylic/Capric Triglyceride, Tromethamine, Glucose, Chlorella Vulgaris Extract, Sodium Polyglutamate, Sodium Hyaluronate, Fructose, Hydrogenated Lecithin, Fructooligosaccharides",45,"Rp120,000.00",https://shopee.co.id/-Cuci-Gudang-MSBB-Avoskin-Your-Skin-Bae-Glow-Concentrate-Treatment-2-Aqua-Ceramide-Multi-Probi-i.288588702.24581736049?sp_atk=0740c18c-94d7-43cb-8b88-4403c6b3d053&xptdk=0740c18c-94d7-43cb-8b88-4403c6b3d053
Emina,Bright Stuff Moisturizing Cream,Moisturizer,Normal,"Aqua, Stearic Acid, Niacinamide, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Glycerin, Propanediol, Cyclohexasiloxane, Dimethicone, Cetyl Alcohol, Heptyl Glucoside, Octocrylene, Phenoxyethanol, Titanium Dioxide, Butyl Methoxydibenzoylmethane, Polyacrylate-13, Chlorphenesin, Butylene Glycol, Polyisobutene, Potassium Hydroxide, Allantoin, Fragrance, Tocopheryl Acetate, Polysorbate 20, Triethoxycaprylylsilane, Aluminum Hydroxide, Glycyrrhiza Glabra (Licorice) Root Extract, Actinidia Polygama Fruit Extract, Heptanol",20,"Rp24,000.00",https://shopee.co.id/Emina-Bright-Stuff-Moisturizing-Cream-20ml-Pelembab-Wajah-Mencerahkan-Merah-Jingga-Official-i.1346168602.24236312964?sp_atk=16880104-abc1-44cb-ac80-d0a1b32cd028&xptdk=16880104-abc1-44cb-ac80-d0a1b32cd028
Emina,Natura Pal Gel Moisturizer,Moisturizer,Normal,"Aqua, Cyclopentasiloxane, Niacinamide, Glycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Phenoxyethanol, Polyglyceryl-3 Methylglucose Distearate, Propanediol, Allantoin, Polysorbate 20, Chlorphenesin, Carbomer, Tocopheryl Acetate, Disodium EDTA, Potassium Hydroxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hyaluronate, Cyclodextrin, Pisum Sativum Extract, Fragrance, Artemisia Capillaris Flower Extract.",20,"Rp37,000.00",https://shopee.co.id/Emina-Natura-Pal-Gel-Moisturizer-20ml-Pelembab-Wajah-i.940220394.23871620729?sp_atk=b2b8ed8c-6882-4e7d-8f0a-2ce2ebb633a7&xptdk=b2b8ed8c-6882-4e7d-8f0a-2ce2ebb633a7
Hanasui,Hanasui Ceramide Probiotics Moisturizer Gel ,Moisturizer,Sensitive,"Aqua, Glycerin, Butylene Glycol, Propanediol, Niacinamide, Ethyl Macadamiate, Hydroxyethyl Urea, Glycereth-26, Galactomyces Ferment Filtrate, Phenoxyethanol, Dimethicone, Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Methyl Gluceth-20, Sodium Polyacrylate, Hydrogenated Polydecene, C15-19 Alkane, Hydrolyzed Jojoba Esters, Lactobacillus Ferment, Allantoin, Carbomer, Phytosteryl/​Octyldodecyl Lauroyl Glutamate, Tocopheryl Acetate, Aminomethyl Propanol, Triethylene Glycol, Disodium EDTA, Trideceth-6, 1,2-Hexanediol, C10-16 Alkyl Glucoside, Caprylic/​Capric Triglyceride, Hydrogenated Lecithin, Sodium Hyaluronate, Sucrose Stearate, Ceramide NP, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Pentylene Glycol, Potassium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, 2-Aminobutanol, Ceramide AP, Ceramide AS, Ceramide NG, Glycosphingolipids",30,"Rp37,500.00",https://shopee.co.id/Hanasui-Ceramide-Probiotics-Moisturizer-Gel-Pelembab-Ringan-Lembap-Perbaiki-Skin-Barrier-dan-Mencerahkan-i.129681299.25160428674?sp_atk=2d9d0d67-6c76-4894-b919-ae407e0dbe72&xptdk=2d9d0d67-6c76-4894-b919-ae407e0dbe72
Dorskin,Pink Bliss Moisturizer Brightening ,Moisturizer,Acne,"Aqua, Niacinamide, Centella Asiatica Extract, Glycerin, Triethanolamine, Petrolatum, Isopropyl Myristate, Punica Granatum Fruit Extract, Carbomer, Propylene Glycol, Aloe Barbadensis Leaf Extract, Cetyl Alcohol, Dimethicone, 1,2- Hexanediol, Cetearyl Alcohol, Pectin, Glyceryl Stearate, Honey Extract, Caprylyl Glycol, Ceteareth-20, Disodium EDTA, PEG-40 Stearate, Acetyl Glucosamine, Arginine, Ascorbic Acid, Calcium Carbonate, Caprylic/​Capric Triglyceride, Citric Acid, Glucose, Glutathione, Hydrogenated Lecithin, Hydroxypropyl Methylcellulose, Sodium Chloride, DMDM Hydantoin, Phenoxyethanol, Benzoic Acid",30,"Rp27,000.00",https://shopee.co.id/Dorskin-Pink-bliss-moisturizer-Brightening-pencerahan-wajah-kusam-dan-bekas-jerawat-i.484532914.29000955580?sp_atk=8993441d-6b95-4c0f-9598-5927c0242927&xptdk=8993441d-6b95-4c0f-9598-5927c0242927
Acnaway,Mugwort Water Gel Moisturizer ,Moisturizer,Acne,"Aqua, Butylene Glycol, Betaine, PEG/​PPG-17/​6 Copolymer, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Arginine, 1,2-Hexanediol, PPG-5-Ceteth-20, Artemisia Vulgaris Extract, Centella Asiatica Leaf Extract, Propylene Glycol, Panthenol, PEG/​PPG-14/​7 Dimethyl Ether, Allantoin, Pentylene Glycol, Caprylhydroxamic Acid, Dipotassium Glycyrrhizate, Phenoxyethanol, Ethylhexylglycerin, Avena Sativa (Oat) Kernel Extract, Sodium Hyaluronate, Lavandula Angustifolia Oil, Lactobacillus/​Soymilk Ferment Filtrate, Portulaca Oleracea Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Aloe Barbadensis Leaf Juice Powder, Glyceryl Caprylate, Peppermint (Mentha Piperita) Oil, Beta-Glucan",30,"Rp37,000.00",https://shopee.co.id/ACNAWAY-Mugwort-Water-Gel-Moisturizer-with-Mugwort-Centella-Panthenol-ONLY-FOR-ACNE-SKIN-i.600850936.20085052245?sp_atk=a956ff69-41b1-4b7f-a7b2-f7e498c2ec8e&xptdk=a956ff69-41b1-4b7f-a7b2-f7e498c2ec8e
AZARINE,Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++,Sunscreen,"normal, oily, kombinasi, dan berjerawat","aqua, glycerin, propanediol, ethylhexyl methoxycinnamate, butyl methoxydibenzoylmethane, aloe barbadensis juice extract, polymethyl methacrylate, portulaca oleracea extract, sodium hyaluronate, niacinamide, cucumis sativus fruit extract, camelia sinensis extract, punica granatum fruit extract, phenoxyethanol, octocrylene, butylene glycol, sodium acrylates c 10-30 alkyl acrylates crosspolymer, propolis, piscea abies extract, allantoin, xanthan gum, panthenol, disodium edta, fragrance, lecithin",30," Rp 33,890.00 ",https://shopee.co.id/AZARINE-Hydrasoothe-Sunscreen-Gel-SPF45-PA-50ml-30ml-Merah-Jingga-Official-i.1346168602.26417420777?sp_atk=98499f9d-2fa4-4535-b388-216b35fa655e&xptdk=98499f9d-2fa4-4535-b388-216b35fa655e
